date,austria brent,austria co2,austria gdp,austria ind_prod,austria infl,austria pop,austria unempl,belgium co2,belgium gdp,belgium ind_prod,belgium infl,belgium pop,belgium unempl,bulgaria co2,bulgaria gdp,bulgaria ind_prod,bulgaria infl,bulgaria pop,bulgaria unempl,croatia co2,croatia gdp,croatia ind_prod,croatia infl,croatia pop,croatia unempl,czech_republic co2,czech_republic gdp,czech_republic ind_prod,czech_republic infl,czech_republic pop,czech_republic unempl,germany co2,germany gdp,germany ind_prod,germany infl,germany pop,germany unempl,greece co2,greece gdp,greece ind_prod,greece infl,greece pop,greece unempl,hungary co2,hungary gdp,hungary ind_prod,hungary infl,hungary pop,hungary unempl,italy co2,italy gdp,italy ind_prod,italy infl,italy pop,italy unempl,lithuania co2,lithuania gdp,lithuania ind_prod,lithuania infl,lithuania pop,lithuania unempl,netherlands co2,netherlands gdp,netherlands ind_prod,netherlands infl,netherlands pop,netherlands unempl,romania co2,romania gdp,romania ind_prod,romania infl,romania pop,romania unempl,slovakia co2,slovakia gdp,slovakia ind_prod,slovakia infl,slovakia pop,slovakia unempl,spain co2,spain gdp,spain ind_prod,spain infl,spain pop,spain unempl
2001-01-01,-0.001560062718902,-0.0191378363523497,-0.00208751373,-0.019,-0.004,0.0003197375687733,-0.0273989741881144,-0.0289940312254657,0.00056388046,0.02,-0.013,0.0002921271747737,-0.0480092191863605,-0.04600050303371,0.00790666431,-0.022,0.002,-0.0046586761956515,0.021858793812499,-0.1252719636266839,0.0090273228,0.026,-0.002,-0.0075477309232212,0.0,-0.0086869049803013,0.01186158643,0.009,0.018,-0.0012373015384206,0.0240975515790604,-0.0046546351305103,0.0202280697999999,-0.004,-0.017,5.727822079037992e-05,0.0,-0.08963010853574,0.01237878102,0.017,-0.023,0.0004366449746058,-0.0094787439545438,-0.1053269833572976,0.00692356422,0.023,0.012,-0.0001242093910462,-0.0173917427118692,-0.0736285598739172,0.00595756384,-0.027,-0.002,5.442114771980755e-05,-0.0210534091978322,0.0300355435138115,0.02410439042,0.091,-0.005,-0.0027525372834649,0.0465200156348928,0.0324271609039321,0.00108520684,0.03,0.019,0.000583394120099,-0.0307716586667536,-0.0922052897797378,0.0269563160899999,-0.003,0.012,-0.0002273340192857,-0.0132452267500204,-0.0804021491223139,0.00709826378,0.0,0.015,-0.0014179876243183,0.0155847310166978,-0.1312609274532974,0.0106679139599999,-0.022,-0.0099999999999999,0.0003360614450294,-0.0363676441708746
2001-02-01,0.0708127082039373,0.0396105479736128,-0.0016700383233333,0.018,0.003,0.0003528383808539,0.0,-0.0487071240374668,0.0004358737833333,-0.008,0.034,0.0002595969771519,-0.0165293019512104,-0.0169950293322251,0.0085253122433333,0.023,-0.003,-0.0048013161767261,0.0160861377516243,-0.0114372291577353,0.0091150069033333,-0.019,0.004,0.0003958136933359,-0.0061538655743782,0.0136049242563558,0.0086799302333333,-0.013,-0.019,-0.0001303313676856,-0.0240975515790604,0.0068815955043213,0.0133305612266666,0.011,0.012,0.000122727998093,0.0,-0.0405312408822311,0.0073739411233333,-0.018,0.016,0.0003965052266146,0.0,-0.0402354918459018,0.0073513383966666,-0.016,-0.001,-0.000173265182795,0.0,-0.028711643189613,0.00280452194,-0.006,-0.004,5.734381127098232e-05,0.0,0.0589845436521834,0.01726157109,-0.023,0.004,0.0,0.0112995552539334,0.0190705590140254,0.0024090346766666,-0.012,-0.0049999999999999,0.0005206001596107,0.0,-0.02457208024083,0.0210158791299999,0.016,-0.015,-0.0001709060028574,-0.0134230203321403,-0.0271770084181497,0.0082581386133333,-0.047,0.0059999999999999,1.8589260983858932e-05,-0.0051679701584423,-0.0413893315648081,0.00959650498,-0.004,0.0069999999999999,0.0003810062297588,-0.0093023926623136
2001-03-01,-0.1155128871218442,0.0221597714838068,-0.0012525629166666,-0.011,-0.001,0.0003527139298391,0.0273989741881144,-0.0138826037543289,0.0003078671066666,-0.022,-0.016,0.000259529604051,0.0165293019512104,-0.0170366750646024,0.0091439601766666,-0.042,-0.002,-0.0048244800756727,0.0210534091978322,-0.0881696697119345,0.0092026910066666,0.024,-0.009,0.000395657086841,-0.0061919702479211,-0.0373273795981567,0.0054982740366666,0.008,0.001,-0.0001303483561656,0.0,0.0057181326896191,0.0064330526533333,-0.013,-0.006,0.0001227129377774,-0.013072081567353,-0.1012607628723856,0.0023691012266666,-0.0559999999999999,0.025,0.000396348072531,0.0,-0.0774960128049038,0.0077791125733333,-0.05,-0.0049999999999999,-0.0001732952088211,-0.017699577099401,-0.0721295677364786,-0.0003485199599999,0.002,0.014,5.7340523149207456e-05,-0.0106952891167479,0.0793948333396343,0.01041875176,-0.077,0.004,0.0,0.0,0.0447680904095086,0.0037328625133333,0.013,0.002,0.000520329276096,0.0,-0.0325228481455077,0.01507544217,-0.005,-0.001,-0.0001709352167154,-0.0136056520557787,-0.0252287967413558,0.0094180134466666,0.039,-0.017,1.8588915430939323e-05,0.0051679701584423,-0.1104522219417631,0.008525096,-0.006,0.008,0.0003808611193001,-0.0188684843043827
2001-04-01,0.0462602416368089,0.1197176837737501,-0.00083508751,-0.015,0.003,0.000352589566587,0.0526437334854219,0.0227239652173665,0.00017986043,-0.019,0.007,0.0002594622659124,0.0635134057223258,0.0610205782055359,0.00976260811,-0.003,-0.003,-0.0048478685665678,0.0358094526967107,0.1600005942616853,0.00929037511,0.0,0.019,0.0003955006042222,0.0,0.0554510272429773,0.00231661784,0.005,0.003,-0.0001303653490758,0.0121213605323449,0.0698542912875197,-0.00046445592,-0.012,0.004,0.0001226978811637,0.0,0.0497023813295953,-0.00263573867,-0.013,-0.0119999999999999,0.0003961910429737,0.0188684843043827,0.0727250511903427,0.00820688675,0.037,-0.001,-0.0001733252452531,0.0,0.0470343432782307,-0.00350156186,-0.013,-0.001,5.733723540402025e-05,-0.0108109161042158,0.1074579060421747,0.00357593243,0.008,-0.004,0.0,-0.0056338177182562,0.053739519533444,0.00505669035,0.07,-0.003,0.0005200586743399,-0.0317486983145802,0.117687899738204,0.00913500521,-0.008,0.005,-0.0001709644405565,-0.0137933221323356,0.1257604272059183,0.01057788828,-0.024,-0.002,1.8588569888677853e-05,0.0102565001671892,-0.0789217437658464,0.00745368702,-0.0069999999999999,0.001,0.0003807161193307,-0.0095694510161505
2001-05-01,0.0982817399363176,0.0243257560870375,-0.00042316294,0.0,-0.003,0.0003897778730159,0.0253178079842899,-0.0045884615763611,-0.00051548561,0.037,-0.004,0.0004214826525057,0.0152674721307883,0.0446278029679092,0.0108763863733333,0.017,0.003,-0.0006397414316072,0.0100000833345834,0.0705994783644428,0.00880461903,-0.002,-0.01,0.0003875938994735,-0.0125001627642313,-0.0210795475277016,0.00298414691,0.001,0.0029999999999999,-0.0001955798950099,-0.0368139731227166,-0.0083961952669149,-0.0010066679166666,0.008,0.001,0.0001022367353833,0.013072081567353,0.0348262839367166,0.00364822854,0.0279999999999999,-0.006,0.0004052423681066,0.0,0.0256421784203482,0.0084340836566666,0.016,0.001,-0.0002060672080794,0.0,0.0091649008111858,-0.00339021064,0.001,-0.005,5.967403935258631e-05,-0.0109290705321902,0.0414053877225377,0.0090799889633333,0.109,0.004,0.0,-0.0056657375356772,0.0268554297937697,0.0039504195866666,-0.022,-0.005,0.0006652806898195,0.0,0.0790041506311318,0.0125147363166666,0.002,-0.008,0.0,0.0,0.0661830751957559,0.0083172524566666,0.019,0.001,0.0,-0.0051151006667704,0.0148809598417578,0.0080757755633333,0.012,-0.005,0.0004501223590374,0.0190481949706944
2001-06-01,-0.0163821327505151,0.1029230147343867,-1.1238370000000044e-05,-0.001,-0.001,0.0003896260054183,0.0246926125903712,0.0260133672394395,-0.00121083165,0.013,-0.003,0.0004213050797154,-0.0307716586667536,0.0382190165730733,0.0119901646366666,-0.02,-0.002,-0.0006401509627131,0.0,0.0618112085201403,0.00831886295,0.0289999999999999,-0.008,0.0003874437286466,-0.0063091691932646,0.0041609403119053,0.00365167598,-0.001,0.002,-0.0001956181539881,0.0,0.0311234090995107,-0.0015488799133333,0.0,-0.004,0.0001022262841026,0.0,0.0378918331060162,0.00993219575,-0.018,-0.006,0.0004050782132516,0.0,0.0152851791298438,0.0086612805633333,-0.047,-0.006,-0.0002061096805228,0.0,-0.0071310811189455,-0.00327885942,0.002,0.0,5.9670478574247454e-05,0.0,0.0592388470953331,0.0145840454966666,0.0,0.0,0.0,-0.0171924005403727,0.0237256947949759,0.0028441488233333,-0.0579999999999999,-0.007,0.00066483838566,0.0,0.0791217953760181,0.0158944674233333,-0.02,-0.002,0.0,0.0,0.093632615160498,0.0060566166333333,0.033,-0.004,0.0,0.0,0.0251248131366708,0.0086978641066666,0.003,-0.001,0.0004499198400544,-0.0094787439545438
2001-07-01,-0.1236801019703284,-0.0244264320102267,0.0004006862,0.01,-0.002,0.0003894742561172,0.0,0.0272764911551135,-0.00190617769,-0.0559999999999999,-0.015,0.0004211276564944,-0.0480092191863605,0.0671935629160849,0.0131039429,0.006,-0.001,-0.0006405610184803,-0.0049875415110389,0.0598774812792015,0.00783310687,-0.047,-0.0049999999999999,0.0003872936741391,0.0063091691932646,-0.06335766269056,0.00431920505,-0.018,0.0,-0.0001956564279375,0.0246926125903717,-0.0813205592597086,-0.00209109191,-0.025,0.0,0.000102215834957,0.012903404835908,0.0736058310512177,0.01621616296,-0.005,-0.019,0.0004049141913355,0.0,0.0446332116073087,0.00888847747,-0.003,-0.001,-0.000206152170481,0.0,-0.0167028032948373,-0.0031675082,-0.021,-0.006,5.966691822223424e-05,0.0,-0.0267880229287449,0.02008810203,0.017,-0.014,0.0,-0.0233928795747058,0.0258332438281385,0.00173787806,0.023,0.003,0.0006643966692365,0.0,0.0550942683913788,0.01927419853,0.016,-0.0029999999999999,0.0,0.0,0.0875710748436624,0.00379598081,-0.03,0.003,0.0,-0.0051413995004188,0.031074345501409,0.00931995265,-0.012,-0.0099999999999999,0.0004497175032263,0.0
2001-08-01,0.042559614418796,0.0374979649451212,0.0015246832666666,0.008,-0.001,0.0004183086723372,0.0,0.039008065691874,-0.0016031014933333,0.047,0.026,0.0003885758743251,0.0162605208717803,0.0424794603040226,0.01317125285,0.008,0.005,-0.0005734815546727,-0.0050125418235444,0.0553253342343644,0.0076303446066666,0.024,0.015,0.0,-0.0063091691932646,-0.049859504247081,0.00534885852,0.021,-0.01,-0.0002609348003979,0.0,-0.0242415059228271,-0.00166570445,0.027,-0.003,0.0001062933861994,0.0,0.0410852952788936,0.0116937707766666,0.0139999999999999,0.02,0.0003986189439686,-0.0093897403498388,-0.0017871964695999,0.00842950723,0.054,-0.004,-0.000242201283541,-0.018018505502678,-0.0042825211270027,-0.00277745614,0.018,0.0,6.200302529890678e-05,-0.0110498361865851,0.0650172293402384,0.02129722089,-0.081,0.014,0.0,-0.011904902506318,0.0271690783218936,0.0022336363766666,0.015,0.004,0.0007054381270634,0.0,0.0553296053769791,0.0155548536066666,-0.0139999999999999,0.009,0.0,0.0137933221323356,0.0720685112371803,0.0097899463533333,0.002,-0.006,-1.8588569888677853e-05,0.0051413995004188,0.0286615005123529,0.0084816594166666,0.027,0.008,0.0009690667486061,0.0094787439545438
2001-09-01,-0.0023391823531722,0.1166061457134333,0.0026486803333333,-0.012,0.006,0.0004181337633539,0.0,0.0952880729134619,-0.0013000252966666,-0.0139999999999999,-0.012,0.0003884249417644,0.0625203569813339,0.0523010494034785,0.0132385628,-0.003,0.01,-0.0005738106244894,-0.005037794029957,0.0564358064388379,0.0074275823433333,-0.004,-0.007,0.0,0.0,-0.0377381552093361,0.00637851199,-0.01,-0.007,-0.0002610029051375,0.0,0.0227793515158332,-0.00124031699,-0.0139999999999999,0.001,0.0001062820891135,0.0127390257774293,0.0212671048200405,0.0071713785933333,-0.013,0.021,0.0003984601102189,0.0,0.065995794876752,0.00797053699,-0.061,0.007,-0.0002422599592151,0.0,-0.0262629132251852,-0.0023874040799999,-0.013,0.006,6.199918116323033e-05,0.0,0.0111623778800158,0.02250633975,0.015,-0.008,0.0,0.0059701669865037,0.0587648347396658,0.0027293946933333,0.001,0.007,0.0007049408348969,0.0,0.0361064065896528,0.0118355086833333,0.008,-0.003,0.0,0.0136056520557787,0.0574327298731169,0.0157839118966666,0.0069999999999999,0.005,-1.8588915430939323e-05,0.0,0.0039106338275338,0.0076433661833333,-0.017,0.004,0.0009681285673259,-0.0094787439545438
2001-10-01,-0.2209990919681761,0.0468629511314055,0.0037726774,0.0139999999999999,-0.002,0.0004179590005843,0.0240975515790604,-0.1016902425331345,-0.0009969491,-0.021,-0.002,0.0003882741264078,0.1008046991219657,0.0285822959369816,0.01330587275,0.008,0.004,-0.0005741400721728,-0.0050633019565466,0.0062321477468785,0.0072248200799999,-0.004,-0.005,0.0,-0.0063492276786587,-0.0347185966480729,0.00740816546,0.006,0.008,-0.0002610710454433,-0.0372713947972318,-0.0498528145894496,-0.00081492953,-0.018,-0.001,0.0001062707944328,0.0125787822068601,0.0057115176195594,0.00264898641,0.01,-0.018,0.0003983014029991,0.0279087881170765,0.0187964052064906,0.00751156675,0.06,-0.002,-0.0002423186633251,0.0,-0.0246119820975145,-0.00199735202,-0.008,0.002,6.199533750361752e-05,-0.0111733005981249,0.0691058043861616,0.02371545861,0.077,0.005,0.0,0.0465200156348928,-0.0784390644223371,0.0032251530099999,-0.066,-0.01,0.0007044442433645,0.0,0.0429739977542276,0.00811616376,-0.003,0.005,0.0,0.0134230203321403,0.0653302447949037,0.02177787744,-0.002,-0.003,-1.8589260983858932e-05,0.0051151006667704,0.0224421420677103,0.0068050729499999,-0.009,-0.001,0.0009671922008571,0.0
